Code,Population
55369,809
65431,97
76005,3265
16121,438
35201,927
15221,1395
73131,298
31352,210
70174,150
9034,51
71566,1811
45038,411
23205,144
6109,921
24478,188
45118,321
18194,950
62193,67571
63050,3412
76528,583
77127,2005
27474,1127
10213,164
32052,129
80015,66
25441,68
9213,232
60228,473
40185,342
7249,104
30261,284
2584,114
23018,221
35016,2210
27340,704
5135,65
69131,3546
36191,497
24322,29055
22044,1869
62534,3579
25435,179
63404,553
71095,419
39555,223
23243,146
38376,847
66157,23
62288,2181
59520,1431
58254,565
2813,262
11130,238
76320,292
61304,276
52486,62
45001,188
7259,1577
68257,987
7174,516
66184,49
25295,334
31374,1032
70061,83
70553,117
35150,3530
57214,397
55326,107
63219,719
17166,1308
22042,489
91399,184
11189,122
56238,376
32281,106
67256,3457
79313,620
54276,785
70158,109
47192,76
25599,248
60397,66
54477,162
35047,19683
37067,1907
62401,4396
55096,110
8074,58
44179,5523
50423,230
26166,6614
24195,106
16378,593
60411,765
22352,282
73145,466
54307,146
31315,969
28202,318
53019,119
10262,376
73179,12067
11184,90
65293,95
1389,1963
79281,1319
38348,4805
24060,62
14402,92
40132,1430
62867,259
38134,920
64387,604
63365,459
60197,987
60174,225
4218,206
10373,381
2B273,41
46159,247
50451,140
22277,2317
80172,546
28061,3230
82026,641
37184,305
2734,257
2445,266
60527,140
2B366,104
35326,2592
14344,382
66041,973
76374,1121
71360,1898
55150,508
65381,33
11223,22
33550,42545
81143,764
70038,314
68036,2499
70225,97
30131,1125
25492,97
65171,30
65167,25
45256,257
79176,846
84126,769
95607,27593
79205,
27627,285
25537,286
2257,424
21147,33
67480,1793
41043,1700
27553,421
71451,91
32350,42
46200,292
5157,160
52519,49
51659,45
37069,227
8463,53
80280,132
25461,300
71571,423
35088,3567
80498,628
61508,2978
21033,175
59601,2604
29131,487
62727,1478
60600,654
10060,3219
24311,3057
2085,991
84002,1064
76023,291
21544,53
39086,235
62208,66
61358,230
2039,176
65453,75
70306,482
50429,730
57546,772
26225,701
16127,100
6159,5008
67006,229
51357,636
28007,2721
35362,1202
34067,1605
85097,3225
32190,528
46125,345
67249,220
13035,7119
28196,3210
31420,2786
13118,3825
26258,827
55442,236
26111,96
70122,1585
80051,253
64141,382
57100,173
80039,1346
38265,1711
2745,110
32221,216
88261,628
48168,184
95523,399
55456,224
52514,306
70135,32
11059,154
17060,230
82073,976
52438,116
52205,673
19115,290
10178,251
64274,364
76370,406
55252,144
75108,35317
32381,381
25110,1032
32424,256
35290,618
91243,2350
13012,585
63053,267
59046,845
81206,602
31487,218
45195,570
74025,1472
62906,1820
51376,161
5101,1138
56168,2285
63240,465
33418,382
58165,177
3067,130
14740,1179
62189,132
35207,6269
72075,998
64119,698
57238,191
32223,56
59560,13261
64433,330
24164,1201
76488,540
57526,385
76312,5723
3108,364
7244,255
51367,988
29167,2024
23160,258
35294,2247
38363,923
47141,284
30046,991
22268,595
80360,2045
22325,3224
51658,103
71172,88
90098,257
3161,900
87160,484
21491,77
31107,5563
18245,472
33552,1124
76387,386
57668,1258
85112,2802
40184,7673
89482,106
64401,81
67290,927
33095,1429
42044,12314
78238,2447
74095,325
10222,423
54220,74
81009,61
10004,208
27023,710
76122,499
39007,149
38429,285
25012,172
83083,1453
33097,2415
77300,669
81156,3518
36185,355
60654,254
32312,648
51527,248
22335,235
78071,597
65390,435
84083,2569
65482,424
87203,1313
41265,309
19284,85
17064,3058
27663,171
84109,168
88341,486
72136,307
50563,284
93059,
1354,14432
54086,359
21258,203
10177,165
44038,3070
89344,1439
27386,1272
51395,89
80225,186
71519,182
1007,2841
17433,229
78407,659
67494,566
10351,342
18252,294
69188,900
50498,822
25499,116
41149,3646
81220,5867
58061,128
33432,224
87120,531
72354,165
25108,319
21493,577
64423,184
39274,287
36188,171
4001,1399
19062,1171
62264,1311
50452,652
21076,880
10423,405
28359,4058
2540,1189
77345,656
11180,66
17325,499
89136,861
38567,453
62847,1978
57084,300
56140,3704
95157,137
57009,102
62451,482
2B201,198
1037,311
71148,838
25383,308
21609,494
66057,527
38185,156140
70290,190
26094,934
29020,5816
52204,59
56054,4008
57478,81
59546,1144
81157,311
91552,11623
23008,3018
80385,465
2A272,3742
34152,674
65415,268
10173,505
66027,713
79105,445
61129,350
47147,674
48053,187
60021,498
64205,237
51386,150
42071,6845
33102,363
81050,362
80668,164
78283,300
93033,7320
14589,966
41031,2715
71151,79
52246,594
91044,4904
47025,551
2B219,81
25202,291
87112,644
15254,121
10271,604
57309,487
23226,163
16272,582
62316,224
2B020,588
25111,366
64006,471
10037,412
62271,826
39192,73
42121,173
1272,1565
67182,1822
38454,2127
21615,247
89187,83
8293,133
17179,1740
80676,152
93050,39800
54084,965
74298,10949
64452,261
67423,604
39047,494
22103,991
71396,496
54178,192
65323,67
62276,5867
76459,323
80646,79
12163,204
54449,1057
42161,571
42327,666
81105,13129
69172,815
21716,150
89074,2128
25041,370
54121,201
60584,4638
87033,782
65269,161
61480,227
57413,3572
88199,77
27339,827
62126,9189
89182,183
42197,1065
47024,1712
67247,1022
57665,1043
54094,171
25156,1174
46020,238
1400,134
71050,344
32083,1041
40248,1945
50192,131
80342,443
57711,381
47250,177
87142,545
2505,209
63032,10728
35114,268
76396,346
62783,325
74032,1450
54246,66
34246,2200
24045,251
2387,999
52500,596
48187,83
14001,1166
75118,183127
70510,138
70077,223
71358,101
62435,106
46023,504
47193,195
32014,132
77382,5547
28275,687
21662,33
70226,306
30311,1988
5154,150
33133,74
60435,506
89211,61
92072,22303
50444,2525
35355,1286
61464,4168
69279,6144
67180,36391
13003,2852
74131,2262
62745,173
19107,1645
79145,378
77363,1530
57556,3016
63237,406
63204,1151
70319,137
35193,2080
25362,300
89284,178
86097,334
62445,828
2305,2836
57199,693
52480,326
17427,211
17134,442
32425,1197
37079,1819
25042,251
34257,202
45023,108
74138,1504
86233,2715
36236,330
80333,1363
21042,154
45251,282
95500,31970
2338,236
2774,123
60179,159
50240,567
3169,303
22136,9987
53002,610
1375,796
55145,613
57491,7311
17308,2780
32461,124
55053,349
55217,117
59538,410
38424,180
59283,599
39225,186
24396,1580
86026,559
4172,725
62415,465
87193,59
65066,40
3055,938
9082,458
57241,159
14328,1354
15155,81
62854,607
67017,304
87081,1109
14446,86
59456,6092
57385,1255
71460,505
76527,445
77023,387
6032,4482
31416,723
80702,1409
35214,657
25467,2195
63181,553
18174,291
95675,1766
22074,658
11135,13
33333,3465
62907,7973
41188,113
19094,1153
27110,628
57360,1224
38337,6549
25194,116
55376,73
68302,748
5131,75
79135,884
88082,737
24223,2931
3200,1475
60604,262
74013,2495
19189,41
38009,1031
79189,1684
57392,516
51503,100
3039,386
89204,666
26085,2917
57045,114
2666,917
10082,232
17448,1188
67200,1029
72056,1282
25451,177
70540,78
51417,365
38442,1003
26078,965
68172,1822
51611,281
12050,451
59286,15074
65372,671
94077,21000
67317,646
59240,131
48152,253
55065,118
45271,962
51130,232
49302,439
62004,7873
83115,14118
54112,729
71048,168
53187,232
17316,388
2184,329
90053,2947
47197,256
56241,1036
2465,530
85013,1555
68034,300
68035,331
16321,44
49140,1453
61292,667
58036,410
2684,3199
10044,31
72307,237
57134,1880
82097,1579
67277,768
21524,93
3187,590
61297,710
17019,1314
17156,112
17236,1520
31024,480
23084,143
81223,63
37193,1139
33500,474
8121,134
87109,367
33389,3175
80803,288
60211,598
70303,152
64070,353
18203,95
29266,3148
59334,1608
54286,1554
33223,217
60405,1117
81187,217
51480,135
21514,90
39575,94
51635,109
40046,15836
50315,257
73140,289
86222,4385
42060,560
31142,235
66114,1586
31443,309
8496,106
50138,569
46122,90
35149,1841
88319,3134
81287,256
39083,333
21222,124
22314,399
10276,343
11408,456
13078,8573
3031,296
76304,404
15006,727
86226,2880
41048,230
77187,576
24473,346
73258,698
68318,2487
87022,119
80428,137
40078,402
29238,855
76517,3103
18144,456
42267,1686
57255,572
88247,1133
29292,311
72141,879
59359,5952
3284,291
21670,303
21665,151
12107,322
77081,739
19261,776
68001,1112
59186,94
74091,349
33198,1631
40191,594
59084,2008
29115,321
61333,192
27259,89
61209,382
41051,1100
89148,265
11373,70
60188,2042
5123,1685
54447,68
47144,554
63354,1192
79158,119
68011,1262
21157,24
43173,83
27126,1085
15134,842
49067,336
26073,246
92009,28909
2509,157
21407,250
11028,365
7279,1978
18146,292
39166,213
79208,1105
38399,4843
3096,94
32467,148
58263,165
58291,165
52311,220
16359,1011
23051,79
56058,3499
81046,1547
57302,235
42236,548
27053,196
10248,386
2308,519
76125,1611
54502,254
22070,7111
69220,2017
57628,4364
7141,236
35339,634
62334,850
56092,852
39386,87
60207,283
22187,14425
67013,268
85189,2213
18044,393
70516,226
61002,638
44192,2929
21505,719
86123,3024
2570,169
14325,3323
70535,161
1197,387
76534,1209
9065,246
56099,403
40157,1719
57704,659
62829,422
50364,725
10391,329
26165,9329
63221,113
26057,9921
59238,1685
33345,393
76178,4795
62275,296
70571,36
67028,5973
54405,518
25197,630
9252,83
15074,728
57277,141
21204,85
32193,237
32290,1171
12122,119
62358,233
39221,33
32145,45
31183,311
51351,108
58037,603
76485,285
61208,603
24335,2520
36102,105
37213,1067
63065,174
12060,121
14298,129
26292,195
59133,1105
11296,599
65258,5811
79209,318
31493,127
90102,717
65088,42
37018,8477
24100,541
15245,244
72338,797
62380,360
21254,200
71472,201
7058,989
14043,67
21202,140
17226,991
33030,2058
73282,1107
68169,505
25348,625
90048,135
77234,647
86225,1281
80793,2263
89445,52
89244,84
27233,701
52474,32
33351,1628
26020,244
41278,256
94079,33162
17473,130
80579,789
71269,1885
10042,193
25299,108
41087,342
86119,309
13052,2775
40287,4741
95611,53
55017,109
60436,84
27533,495
89246,332
76695,272
26336,590
88364,146
68333,325
8429,529
46235,175
51186,49
57631,20143
35121,2145
70469,208
72125,296
2364,244
57480,21718
25136,529
4242,4360
45229,2559
59624,2117
41211,2710
69019,14016
80414,115
15075,70
4234,236
62586,443
50481,926
48117,130
16198,741
33325,924
64542,71
21561,463
36214,291
21354,55
12078,163
9257,649
38027,2016
7066,3183
13117,36758
13088,5246
4012,90
76603,476
62354,893
47253,658
4047,750
72150,1267
62132,5093
77303,235
86012,129
41139,1013
28312,136
71176,7353
70008,149
65006,294
49193,3920
16120,1516
25386,127
89003,2709
2356,227
38130,4873
52291,59
54551,64
72120,223
66047,23
31189,214
19136,2389
49176,5390
71276,140
52494,213
18265,785
50297,993
57340,1339
44022,2884
77110,291
59017,26998
66020,816
68226,4738
23115,236
38396,830
25050,512
70478,874
24491,538
39055,60
65016,189
43041,4244
24056,246
14445,81
2B244,41
21494,80
17424,386
50618,216
46092,224
27632,586
88264,66
1298,159
2326,483
35119,938
66128,28
8424,132
60036,404
58114,94
52006,348
87050,10195
10372,420
72103,623
78437,689
90079,315
57673,52
35023,4662
5077,307
26175,231
8191,1055
64060,2045
39331,902
71161,345
59501,1261
66145,3101
82093,678
51510,118
15014,26214
54418,183
54337,122
35108,1028
14242,2093
38198,1135
44087,7689
63369,117
70533,108
39286,2351
1344,6160
67174,1113
31308,46
26231,2613
22364,2865
68282,273
11355,403
45262,135
7267,269
72166,286
18185,207
24037,27110
77525,381
42039,457
21591,901
21421,236
27245,292
1151,1129
67059,378
56094,7204
82107,51
63101,71
70017,224
34052,3514
36209,261
12217,734
25133,2042
60699,158
88451,2205
47189,137
81071,80
54017,75
14024,609
30174,1397
91247,492
21382,197
68097,1288
2165,1568
8304,76
3017,185
27137,218
16264,313
59160,4532
5012,648
30116,1047
39193,1036
65165,165
42159,1585
1169,701
61362,518
58120,233
72341,597
45134,1459
51020,50
74105,6796
88352,187
55247,45
72022,1217
81234,81
52201,72
62373,982
70031,631
86116,793
55196,129
81031,907
65401,568
79293,1105
18096,2046
33414,392
7129,2327
47181,271
49358,566
65379,13
8392,176
16280,2015
46189,484
37234,484
60072,308
11149,71
29298,573
15251,118
28336,94
24404,180
51476,768
32431,42
21560,267
51479,244
95051,9849
25446,191
57767,1515
62753,6459
66232,29
59505,741
61146,380
68163,5834
46095,963
57377,239
3257,776
34082,2001
14586,148
50184,1639
76231,15474
18020,845
65137,99
10192,128
36180,811
83121,4019
18024,105
12260,188
18009,280
25454,2156
65153,104
41007,753
31348,37
66054,65
86184,961
10200,94
63449,327
43186,410
1077,184
44197,1658
61265,156
17293,747
70259,359
89466,384
55276,226
41044,1132
51521,231
54474,184
46206,121
52027,73
14457,130
60578,1060
45276,508
4159,88
36044,42963
64412,81
82101,1253
69260,5210
2A279,113
8116,1037
12267,562
16176,318
12001,1116
59129,2257
41229,1473
30206,4348
89315,157
14251,576
65318,237
80439,165
55204,293
9058,206
59061,272
47319,109
71175,371
55436,27
24355,448
7328,636
73208,1071
86118,366
81002,2505
28229,10629
42009,532
69026,533
71410,825
49064,411
69141,6282
62865,4849
50168,2784
51075,1477
70329,68
81135,91
70387,646
72249,823
22163,671
81139,1673
38020,189
41102,365
32437,203
43213,2358
52012,28
85227,1917
81063,1603
86106,106
7156,889
60041,2330
72342,164
7316,2341
51167,157
21455,204
95144,68
44155,3500
19093,943
33084,1897
70309,460
49214,7808
2066,191
89337,1024
76626,408
22380,682
81090,244
70358,264
39189,2587
65192,340
67524,515
68383,321
22300,425
2005,417
31344,736
39250,193
32308,96
2B182,235
71574,875
76321,1725
25347,
25471,142
17451,550
8369,130
55386,219
29209,3968
88400,259
26372,42
35192,237
17048,345
61438,153
34244,3623
52061,293
56155,2085
73096,1056
63324,211
54192,361
8322,321
1416,1030
32427,58
64393,4446
62862,146
11145,4246
7113,328
86074,922
82181,210
66085,435
50188,1119
60037,508
2243,3049
42253,1170
18171,239
55281,84
81292,552
71255,173
58302,901
44028,4051
34312,1350
64012,131
38010,719
22028,845
29022,2494
77312,2669
82140,450
64188,1043
60563,638
76315,1048
32035,255
2362,238
51116,298
79243,273
21694,22
2696,71
17329,400
66062,182
65140,34
80523,1285
85006,2108
12104,454
65376,201
3298,3549
16138,3861
58095,4932
37157,309
62140,490
57598,1981
27576,628
22169,191
62633,251
16348,1284
22204,1229
32262,394
22168,7336
25336,558
66101,2199
51518,605
84025,1686
31087,311
39517,543
45060,761
48179,115
39317,350
23111,234
19111,103
89475,112
68350,479
81290,175
41166,392
77083,27451
37035,281
10294,56
84080,13301
32017,131
64391,284
61483,2699
14652,72
31457,801
64104,568
88097,41
60192,215
16234,662
79095,562
14576,502
45342,407
38271,910
11120,522
18158,850
80016,9521
16224,730
3283,1027
2B344,42
32256,3457
51310,204
25150,296
88169,222
56076,1411
54031,264
1073,1064
80777,132
21169,170
95212,156
24291,2762
63223,547
6158,780
45316,767
55133,79
1043,5198
61352,182
26220,6816
72243,1607
89437,288
1155,142
55109,224
86093,162
25426,324
8310,78
25161,23
10321,3692
63286,274
88259,288
9296,160
89336,273
70548,134
57204,532
67048,462
56127,3163
60288,478
22387,1299
70233,126
10167,86
45261,1441
62355,604
57307,251
32059,106
58062,1770
21134,248
76748,642
16158,308
77373,39096
28415,1780
61350,164
58127,187
15200,157
45250,239
83063,1862
9077,191
44103,7282
4109,327
28353,411
46165,489
2575,1587
2B343,1874
24442,2080
47183,226
66126,364
58101,180
70568,58
40275,625
62817,1616
27488,208
24055,785
82163,54
67420,1228
17022,977
71336,3214
50436,1243
71426,511
2A114,1772
14050,193
30082,4386
22020,2943
7293,1034
52105,285
61061,1455
25331,232
82121,62945
86294,3697
70013,80
37273,5606
10204,137
60486,576
87037,263
55580,47
76523,172
65466,80
28293,1171
31359,61
29014,425
10065,91
22146,443
11311,262
62712,1123
3321,12897
51645,105
22063,551
71586,261
67335,945
18045,388
33484,1878
5133,1494
3217,738
31371,400
72073,1173
43096,875
60248,210
56166,5755
62448,1891
29241,7550
47303,224
43010,1219
17258,321
63208,340
62083,7331
2328,535
68117,856
28330,1283
50464,590
68238,985
62475,238
5176,289
44116,3045
62899,835
21251,315
18149,533
2772,142
47084,255
15001,773
49036,785
22131,840
62868,261
16086,836
95566,2689
72077,421
85291,1275
70143,109
63450,225
62662,867
17198,320
51005,166
90054,569
72219,756
70555,167
76136,663
84058,468
21171,11108
77203,1352
10138,126
84147,3398
35225,790
59326,1164
71216,194
76503,1276
2770,763
62182,237
6066,1627
9103,980
2428,65
77366,291
59270,473
21184,66
59522,1923
34123,14055
53109,629
80026,31
26257,431
50205,301
17280,823
54156,460
31198,129
29047,1896
1041,774
70154,372
59006,619
45012,179
51224,165
66056,1213
59294,307
89409,66
79336,222
58308,59
21103,2425
27478,953
41077,115
19010,2881
60272,626
22278,44364
26067,59
51647,863
71134,660
93051,72978
65411,69
71567,222
13210,60317
88016,200
55218,40
76130,260
89171,298
2B340,101
62672,675
62088,354
40233,3134
23074,186
69218,1056
29196,2268
79337,860
59148,357
9145,250
55167,585
55138,122
58243,114
33156,273
16222,341
81196,828
55387,243
62772,521
64047,237
67321,333
67491,243
58075,216
61303,533
49261,8429
49009,441
88117,74
3126,1186
40246,1213
10024,167
50087,2165
70298,129
35284,2847
57453,297
64048,131
51465,160
39344,332
33137,227
72276,1927
85101,535
26122,193
74174,619
71238,992
40235,693
74150,1768
68029,1039
8362,7444
71485,253
29281,1002
55378,242
51526,377
94021,19826
59422,620
57384,579
38273,476
26103,496
74162,1082
37274,303
32105,387
95539,15063
65022,116
2371,1569
80207,305
32104,164
9163,82
39561,397
14607,148
26206,2960
71314,196
63063,8953
25022,1489
2A004,76320
82104,178
25089,107
28404,12310
50324,107
8210,110
12154,663
76302,2818
9237,27
64311,145
40259,409
60087,367
28355,290
2B105,90
62351,6087
30032,15692
3035,192
3218,262
82128,111
4004,544
38135,1277
52433,89
39032,348
71559,519
31259,2030
48075,895
62665,216
88516,4780
52337,70
70235,136
65409,271
68020,1630
86204,2139
73300,2909
51472,1015
68299,299
45174,263
27298,322
10367,677
55383,232
60470,887
57713,249
12016,824
10297,5249
71171,296
55127,49
18097,1891
57395,206
6027,53354
72096,1605
14678,659
25349,623
80310,663
40331,2508
13040,10337
83053,2406
74183,2530
52008,799
21294,443
19003,236
11322,1051
64429,102
63276,2104
76074,50
60014,155
59409,2516
81310,143
70559,194
64229,125
38005,971
40151,427
30022,147
44072,7224
31127,3
3129,298
51633,298
14659,1474
2525,544
85192,983
62144,478
6099,1798
69062,800
51079,825
51589,160
7340,1505
2511,317
14681,138
74122,684
18209,430
39402,392
32274,188
80187,699
55363,87
53267,1178
81150,419
19265,333
67322,1079
7274,203
38395,2433
60053,563
70362,118
88138,78
21317,4302
49132,1600
70444,165
64002,156
46105,811
1068,747
72018,93
39454,94
57524,127
86081,1405
79348,203
72121,319
47160,171
50311,220
88177,517
62834,245
55500,823
47095,864
12097,247
3276,107
50072,214
73110,755
22040,532
38508,838
57281,225
14601,178
45156,596
21306,216
57230,192
63327,2110
73315,433
80062,1396
57010,176
89286,817
62232,879
68265,802
91471,16498
81314,528
31553,1136
77220,268
70030,42
33511,354
62512,565
90004,607
17163,510
54419,69
44178,2698
8336,228
8173,1683
57726,390
61199,336
88478,82
57367,208
91679,1031
50447,488
11069,46080
55026,126
21159,97
28264,136
6043,827
11043,226
80417,1640
25462,18067
80205,865
52005,23
66045,723
26016,420
81325,2008
28157,150
7268,979
35309,818
49055,2415
70083,401
71205,678
14277,2055
26378,37
80413,94
92050,97783
65265,357
61369,1023
72379,204
34193,193
60385,641
60209,544
11400,98
38264,143
72331,587
35077,363
77053,19003
1379,756
10402,241
76544,223
50144,531
21684,907
27548,1195
28094,1688
43046,2542
88466,121
31137,168
79088,1679
54298,155
88008,144
45148,1659
37229,238
63160,944
12182,303
70125,171
21410,28
67118,7157
89076,767
43001,170
34280,625
3238,503
80226,270
15052,155
31220,393
39162,243
16241,211
12255,757
60017,1134
47238,1546
2291,408
19144,251
85306,743
85049,1824
9006,57
52336,129
65374,226
60426,239
34290,775
50038,441
77216,1432
8381,806
44062,1890
39356,217
67231,222
71535,493
80019,843
97222,21553
37028,733
43103,112
64074,45
55346,261
32039,122
39557,181
15095,350
9158,252
11334,127
66181,157
68354,936
79096,1222
62306,396
27202,460
49053,340
32019,529
67043,18558
67490,623
68382,375
50034,613
66106,3006
66083,52
66067,716
1099,1632
7318,203
79148,2024
17028,9746
73017,979
31413,545
70409,103
59211,893
89014,615
87075,7995
55012,427
33509,612
85284,4654
4084,469
53193,583
14557,1092
56197,2807
21630,217
55465,97
60132,176
2482,56
95387,62
9230,61
72107,340
71043,85
86126,647
45246,114
7289,1663
45287,
77386,633
76217,28496
64486,79
54200,159
58155,509
63462,270
7154,120
26315,437
24437,1038
38206,1029
68158,522
35310,1565
82006,65
54484,177
14590,136
77380,317
34037,3619
91038,1223
89279,587
19142,132
6131,47
74172,1528
46006,400
41100,175
48054,44
55194,57
15202,716
21339,496
14466,361
78590,511
42179,842
76597,708
6123,32172
85022,1319
71430,387
56211,792
83077,2277
47233,3171
43164,476
51012,70
31269,1682
76710,102
24090,619
21120,197
36047,509
7061,422
40116,271
39035,323
27194,248
72229,444
55264,256
36208,778
29070,520
58162,96
62019,3902
86136,393
54435,374
85231,846
76672,943
21260,152
51420,74
38209,242
80544,184
3271,854
2B180,80
15231,592
6053,147
62795,118
16283,571
78517,27724
10126,124
80228,1958
51149,462
57497,266
31414,86
62444,215
4042,143
33481,234
4111,1410
51319,101
48097,216
77150,476
76428,18
8041,210
28377,1758
36029,214
41070,531
10392,408
51303,549
8190,6364
2B074,384
50431,1062
65429,194
52091,87
50350,543
53204,396
91186,563
63273,1506
32100,157
84030,3479
64519,4418
77391,496
88049,107
19091,313
95253,507
80678,755
23132,370
52380,381
67525,1720
54521,2016
72051,3341
57644,1722
35271,1541
47227,179
8149,129
32288,137
53163,750
8137,423
64282,1267
32141,122
25304,3508
82005,1562
57155,3006
59236,276
60026,562
77136,184
46266,511
10282,1394
60634,438
62681,663
71392,491
63203,1160
23224,71
18223,2546
2053,599
43145,51
80531,106
89170,115
11299,637
14741,139
5036,1234
3236,3579
21413,410
77337,16053
34007,476
8003,1692
54104,262
30111,445
92051,59538
51463,156
63310,171
61348,349
51102,514
79063,2020
56133,1195
84024,946
52421,402
79153,157
4086,295
10029,150
62547,73
21156,48
39513,247
88186,49
83117,1735
76186,507
50353,23
51292,121
69208,2246
10050,193
70004,311
85113,4883
53051,636
32449,293
40162,561
17269,698
25199,341
62737,5948
1232,2264
55117,1406
2464,377
2753,341
2258,378
82088,644
27036,545
16005,1594
23003,144
70166,141
38476,883
27046,141
70421,2949
59080,2861
46191,1122
31426,825
64158,171
16404,106
66121,1383
16096,414
51406,151
60508,3275
39013,3114
63451,430
31409,2449
63379,544
89080,667
85051,8557
17262,1186
84106,2656
7247,871
42262,1827
32352,113
59090,9747
39126,389
45062,1448
80754,380
11393,494
17278,759
65316,108
32401,95
2551,116
42038,743
27018,1004
76573,502
70156,100
19202,2081
14635,191
22294,307
36165,1023
27355,2609
67500,1505
59519,1722
5026,265
2508,140
38030,1790
46262,612
67367,1309
77226,2507
88463,1439
42113,243
81225,1061
17423,65
70164,66
25121,268
74012,37628
60703,921
18170,664
39500,2390
10426,906
33112,133
95409,1261
27697,334
62788,685
62282,178
60167,592
44222,1261
77087,191
80351,250
3188,211
38496,1234
14203,185
16107,558
76278,816
67215,502
42178,918
57549,735
88116,3027
44110,9570
85100,2205
81099,16162
79019,178
45096,530
58279,173
93071,52535
81300,113
64148,847
13106,11995
39325,579
59486,2672
80115,283
32049,78
28239,1024
40230,3021
14748,104
70063,207
66061,95
40089,839
1457,3255
92064,29855
32130,212
62170,2398
43183,103
21415,186
72364,1371
68170,585
6079,21640
45268,596
26148,1904
67222,3995
9273,679
89373,647
76318,763
40314,1359
2B171,33
54303,361
74116,2180
88473,80
87066,1058
14512,71
55380,48
2363,357
21511,137
81245,137
63343,268
2633,62
29293,7148
59391,911
25310,101
89237,493
31533,2364
24365,242
53169,404
8171,93
44170,961
66161,1264
59007,888
2189,359
8159,119
28265,252
25046,79
52146,173
62755,3353
72181,146249
89355,138
91145,72
27535,399
11238,128
50026,79
51534,212
14455,272
71208,212
33040,1308
62848,3445
2656,365
64370,564
27282,652
42055,143
59029,1599
87018,674
73077,568
52522,324
50112,435
53177,297
42186,15242
80624,280
22239,1421
45042,1853
85191,54849
77476,233
73130,2099
64343,690
55028,102
76245,1620
35061,717
23113,288
64297,171
2190,526
17373,2396
52518,103
35098,1424
31054,193
87118,1365
11281,1266
46293,490
59226,1433
35327,4152
38259,999
21464,5235
88099,1376
38098,733
30308,842
59574,11766
86253,548
55433,371
90103,636
60491,1877
85155,5273
24279,61
31094,2963
7311,143
80828,46
55425,128
2451,122
95139,320
76604,179
7240,2416
41230,1829
27146,387
54280,6392
95447,240
51247,127
2A115,151
16157,153
6006,2346
68344,427
30293,324
35260,566
9194,3172
33283,221
28360,921
85103,2221
59018,1594
62531,947
19145,405
26266,22
71388,505
11146,405
15230,195
19009,125
67509,353
57643,201
2272,75
7143,833
86198,735
6120,1289
19153,3721
36070,1301
59463,1007
64200,187
30057,1817
11038,63
73196,784
37140,276
9038,383
18260,86
27440,630
7124,45
54090,4106
38460,425
88183,341
72343,603
64499,4742
8229,150
2599,250
60176,14351
18073,198
31122,94
58009,123
33479,251
94053,4628
38023,203
85261,291
30200,908
43051,2501
7222,214
2188,140
25163,88
31283,248
30270,1508
43056,403
37191,218
64328,1029
7184,499
86246,816
8372,55
57029,213
62317,476
65249,99
60148,399
54224,133
46031,137
29114,342
27239,430
57473,63
14698,392
11022,1115
59579,1405
21521,1015
10286,203
24453,361
51596,338
33245,842
2B234,20
71032,708
62296,237
58241,306
68243,143
23101,387
13094,2489
6139,91
42216,692
77077,1064
81254,385
62263,5683
38095,2518
42272,1712
24573,547
32033,97
31249,1254
67144,333
60377,285
91469,943
76325,446
2435,84
74170,852
10352,1801
10083,360
2B111,54
57664,60
47036,372
22065,1751
36137,351
22178,1306
28148,360
54023,254
87110,2550
78688,10624
55322,59
95028,1904
6161,17548
80529,183
4070,17979
11315,1957
70490,122
55087,93
2279,534
9209,992
39493,247
76596,1496
89063,840
5110,270
7076,2898
11198,1061
24248,283
4236,118
45079,139
25241,129
37083,1905
51632,213
58234,155
15135,112
70121,790
27613,366
63166,257
58158,301
2432,192
33043,329
14160,170
9327,234
77420,3832
45241,536
31363,215
59053,3249
69036,1131
17367,151
88285,421
62691,880
68280,401
35127,4175
16255,143
72008,5445
57702,169
50190,161
31418,1081
89228,1326
95452,903
11441,2662
28163,217
66168,3388
93039,8696
16185,144
57035,115
71568,53
15118,667
3230,523
45046,1147
21331,350
4051,76
38547,7509
85232,1101
76158,305
95563,16138
62029,469
8083,366
12300,11271
42002,175
69389,53567
30186,2212
23251,119
72012,479
30008,1002
33274,3659
34148,4789
10099,534
45245,1125
37009,419
63398,82
65229,55
67450,838
2B134,3231
5037,545
65072,1858
70369,49
53258,895
11239,85
76555,789
62893,6256
4219,247
85040,1100
16215,150
64441,246
70042,93
14362,152
77426,334
33111,1134
21693,71
9035,196
67081,762
37264,1345
43228,92
58093,120
45288,386
92026,82902
3076,212
2180,742
33088,621
39431,323
28015,6419
79355,3566
19162,1270
62408,1439
65131,249
34086,610
64295,103
25127,2900
23034,32
19188,410
54242,283
89469,940
58020,245
67009,373
1249,10395
39130,764
22265,1794
12286,1205
60210,281
76253,841
53035,595
41032,2726
56106,917
80783,79
55045,536
6038,3815
34149,778
76472,701
65029,501
1191,162
71117,1144
51505,550
21470,53
74240,1180
77057,600
9039,331
50126,126
66090,47
2405,503
37056,562
22186,3988
62629,154
85001,2845
51260,74
73011,19978
39128,1606
44132,12800
56195,746
24174,134
46084,313
8103,218
51280,21
27189,405
64107,66
53153,627
22104,563
9171,59
77377,2369
30266,889
71146,274
69207,3124
32402,108
8271,108
60163,392
34230,150
82080,1132
23143,498
21027,1310
62289,682
56207,1197
38391,238
