Code,Population
77022,1261
2099,212
32238,82
45143,29
36126,446
25552,113
29053,1911
29206,2281
88511,83
34134,3302
86252,648
35004,4072
85159,2389
46258,172
17434,6897
4148,255
7190,227
31319,129
60676,741
27203,450
89407,897
19271,268
21009,174
24284,137
55221,231
27622,1754
39572,352
68028,2069
55381,143
48151,62
80165,182
44066,7062
57721,348
33342,834
44074,4160
34303,40
39554,235
16008,315
38011,1154
17061,137
65179,36
48026,252
80258,78
66109,251
40208,381
38462,612
29186,1646
60223,3664
55083,149
24587,863
78550,1847
30109,510
10069,100
33498,8208
11416,276
65232,68
3065,563
36110,224
29029,1130
42085,856
26272,353
12230,391
81165,226
25620,
3139,308
24517,78
55148,121
46073,420
57617,283
56129,1476
83149,1514
52198,61
10191,1009
76171,147
6007,3401
80128,154
31203,9805
31064,30
65279,210
2444,110
93015,5175
8288,91
58197,172
65274,133
70525,217
10369,218
16012,495
10169,225
79298,1983
30149,955
59363,899
33523,2079
62511,140
80806,468
57592,328
25160,777
2B245,44
49018,11712
85252,597
87071,810
70523,176
62819,1072
1328,640
88026,1018
31227,867
60293,376
19275,9187
6132,430
40198,165
54464,100
31007,57
59607,482
42107,325
47274,412
66068,128
62201,2582
12261,126
35026,97
42008,106
22057,412
30123,3659
7182,1195
59523,2840
72244,2877
74043,6343
55526,245
64411,220
64298,109
46086,653
32399,82
45317,1334
59016,2077
71104,197
9184,52
71091,189
1134,1847
39049,396
59015,3125
67392,842
48175,174
65308,113
43163,1195
18101,293
65456,274
21234,66
38107,1729
2017,274
86082,4325
3068,119
38318,6213
57733,2044
73206,689
5060,169
53021,953
2539,659
2412,96
12172,555
41181,774
70337,52
68367,1215
71219,580
93079,12530
72040,155
69281,1992
41027,143
61169,14432
77395,125
31188,5906
34234,119
38291,1036
68213,331
77276,3345
5064,120
1310,244
65414,81
52354,79
67315,645
95271,514
70361,178
12225,1565
11440,34
12246,514
29290,689
25005,87
63430,11637
57695,508
90041,1393
8233,42
59545,1191
23166,197
72367,774
8403,1900
10390,103
91228,66919
66142,57
8374,130
35222,2002
36149,785
12221,387
29035,1133
69080,1994
79236,637
37244,273
14337,324
83104,4223
2A211,572
32154,109
51161,747
79160,172
56070,2365
49201,2079
32250,75
67087,1418
63390,387
21193,389
76269,165
15204,1542
41036,435
91198,1557
24171,541
23233,119
38319,805
71455,148
34011,107
36011,172
32285,567
55197,162
83072,9849
72324,502
59151,1541
61023,609
64277,537
25174,247
24244,191
85280,3518
6010,2974
43067,273
91421,24022
64243,234
27291,118
4128,217
47061,823
68111,807
26201,39
36116,117
10071,52
77147,681
62861,4270
85255,2329
95170,564
72223,2556
38149,1659
30047,6070
68185,1632
76564,181
9172,30
30219,83
64098,64
84144,626
8274,87
22319,447
77411,549
3116,195
70208,277
86114,1250
61376,812
64257,322
39235,1160
88056,88
11214,444
58163,179
7310,896
58256,375
60544,184
72385,1717
81058,247
22256,1118
57160,12254
70502,81
77318,1400
44046,2594
89295,1247
53067,431
52047,102
74087,2403
52467,58
32343,164
41167,3333
30298,513
2B183,90
66115,1353
62404,201
71184,641
1061,1123
12147,149
79280,895
73292,326
43154,531
60599,281
15185,241
67053,314
35186,1101
39175,68
67147,482
39570,226
39223,182
8097,417
10165,339
63313,102
51563,106
53174,848
76478,180
55232,112
85142,1009
11007,117
64540,3047
29274,5178
4220,361
81020,255
76734,435
68167,717
77076,749
34206,548
51284,311
8136,358
77130,542
65228,122
39164,667
62270,6766
16114,169
60073,592
15056,872
54348,221
70149,701
26123,27
39079,216
22322,397
80272,129
26234,882
33453,211
1143,10464
16133,206
83145,1177
45252,8856
34004,240
6140,3212
67326,1721
88308,267
80628,753
81169,93
8232,413
47026,241
49235,373
19194,1386
53125,1094
63195,6528
1153,2328
81278,188
2A262,53
68234,857
21542,464
65120,329
73200,560
25106,66
68085,405
80014,69
61491,2955
1369,952
89062,377
16028,4726
62594,299
95218,18436
61099,246
35197,1712
17042,448
14556,1664
59036,4012
33294,527
21286,96
91556,401
69382,29981
88050,293
81106,650
77002,830
25367,4612
11302,277
34104,133
81083,258
68322,1379
89416,418
32331,1202
61360,87
62839,1099
59569,16076
64376,957
76610,1562
3170,129
61493,67
89038,109
21613,155
28352,1587
73323,355
12175,158
17284,1811
62323,1267
46028,1058
2565,293
47305,381
8370,503
17271,326
47212,309
22198,3848
7219,311
40154,362
43013,302
37224,873
29255,942
5095,310
60257,440
89376,133
10018,886
64220,481
40278,975
2195,882
53087,235
37119,1606
16052,223
34276,4979
37142,557
89165,123
17033,504
86090,224
62850,351
30231,366
46114,376
15256,65
64406,611
61295,156
16003,891
10381,1028
47067,395
88011,1617
44189,2484
23128,120
50347,250
3290,1643
26088,6523
50024,176
51013,103
64034,329
89144,779
17285,1188
30043,588
47132,219
81060,9872
62230,907
2487,625
34018,982
23142,279
62003,576
31025,1048
82050,1226
30125,5381
64003,222
34250,302
33303,839
24490,1139
61259,67
51056,222
5001,374
32153,152
26284,409
71296,742
28365,423
15237,162
80331,314
59372,498
48048,65
70011,304
11244,87
23259,119
82052,1148
9326,113
53192,320
53239,
12151,226
69225,575
10241,54
67319,388
60380,1581
6115,85
81253,478
8269,80
7337,2725
8234,138
31303,3392
62597,289
15164,561
4058,298
57487,5265
27032,1322
68284,666
78416,322
60536,134
70250,491
51115,620
14639,250
12146,2295
24303,234
25078,1053
18268,414
15032,59
53195,472
80484,374
2823,70
62139,4859
60077,356
63087,63
60015,1124
64155,102
6049,109
5107,476
72312,220
61053,232
38289,217
15124,521
60390,344
72373,2523
40281,10092
70286,115
39583,185
8344,133
18177,49
37005,485
78107,2151
59214,1134
14011,
21673,204
76489,520
60360,6785
8196,88
54130,175
70330,344
61142,167
62816,215
4152,3945
53249,1100
84074,2283
71324,599
60034,1147
24535,256
87170,366
51276,147
59146,3078
55320,69
3223,442
33332,887
63017,183
67546,747
35203,362
25223,343
28347,937
41126,1150
41231,1180
18070,192
2538,86
1337,1359
54387,169
80711,1772
24278,83
40303,374
76683,392
59315,902
43189,518
89266,247
62160,40539
86139,2544
32060,207
30034,8035
14461,593
40258,251
14724,1022
31399,3067
86272,2765
24050,354
77272,880
57086,224
16147,
39520,520
32464,831
33018,3793
33555,5696
76043,1116
64321,246
38558,2025
57590,259
73152,240
47240,261
34045,560
89400,289
63444,317
7121,182
81324,268
65364,22
82108,1504
21351,1171
58064,499
26379,949
8340,176
77388,798
39437,275
40001,6211
52362,138
50135,225
48059,303
73040,341
68328,184
12169,2012
27620,480
42231,1225
38071,3335
8277,126
13082,4693
3119,384
1129,326
2686,370
16267,107
18062,256
17168,4148
42307,958
1365,1143
16137,283
76622,284
51431,1264
60331,456
69276,10304
16353,844
69263,922
24035,1298
27372,662
1281,5082
36119,545
43114,1806
82087,2865
11036,166
89093,645
32403,60
62852,1511
67511,928
72102,80
31160,2643
76495,6029
32139,101
86091,380
25098,187
59557,2499
12188,311
24361,438
53161,3192
54138,2802
66227,4470
80047,540
3088,314
51656,460
38255,127
89159,382
57064,313
41091,1254
36129,616
38343,1753
52285,70
67485,1607
40070,425
45293,1161
22005,1024
25380,1375
76110,436
28201,1988
45212,1262
88322,493
48190,214
57275,925
40143,308
2B210,109
41274,122
91037,332
21717,270
73027,392
64183,683
70258,1960
2A240,104
50217,592
43180,95
2A066,64
62407,944
52142,79
81119,521
59239,5745
41054,351
80162,704
80637,268
52199,50
17288,309
83099,8602
36238,97
31078,148
1104,433
31151,901
41287,485
57182,92
2566,1109
69297,5596
90007,289
65056,473
41163,127
34121,256
62392,408
45091,306
50142,1093
27418,124
76689,378
24221,154
57207,5224
7055,3143
29012,168
33435,1981
78124,14791
64125,7689
46138,886
62391,1381
27200,130
82055,252
64193,96
17294,182
60127,415
15190,99
17005,194
67327,941
27120,410
39185,386
33335,616
62055,521
11008,379
27406,942
74058,872
80058,340
81141,163
17422,92
51328,1109
8404,207
39149,323
62385,383
34109,886
8089,380
9070,317
19012,204
11207,259
59055,551
60247,143
76197,221
50252,928
10171,217
87006,241
65352,199
2B120,6585
8215,46
51008,210
49237,141
59669,557
17307,1458
64300,1036
25198,709
4229,238
71367,372
67023,975
2B152,872
32217,63
21310,110
38250,612
9026,144
7323,1687
2548,394
32278,122
85200,1213
67425,542
71261,693
1173,13627
21133,264
42123,4983
2A062,379
37045,1079
80757,147
95059,374
9270,250
80599,242
76199,716
76759,418
31061,204
47269,899
39481,390
88292,802
6086,268
33033,907
74264,9162
95039,6863
65425,453
31527,151
89449,1795
8035,49
53266,231
83052,377
18005,1036
80685,5833
5159,79
11203,10343
21012,322
51399,463
70294,369
76072,738
52374,270
17115,306
21642,402
88457,139
88094,1723
80654,514
2398,288
18108,3151
29202,1297
15133,134
71408,414
77119,244
21196,943
62526,149
41022,137
11219,24
35024,12964
51034,23
35015,2162
67531,284
72225,671
18134,648
25456,276
5091,38
22152,1271
49266,1295
91201,30098
38546,1024
51452,34
19061,1261
62580,512
44156,3265
17221,981
24211,437
40159,335
12159,555
62477,742
65091,60
24012,409
95061,435
41232,4809
58106,358
43099,548
1216,886
64395,136
57221,12035
63198,1437
3127,555
85094,1168
67090,675
58035,296
81079,864
55391,188
59455,1030
73329,2021
27597,600
25130,9
21393,171
53190,463
43029,103
17021,3917
50261,167
24216,146
14458,528
78108,1302
68368,1195
68306,505
84136,1179
80705,79
29160,8686
80212,5982
76433,766
59643,231
85254,1774
76035,1996
40311,693
66034,124
54462,2810
15263,116
63253,228
62313,913
15226,212
76190,207
57148,564
16064,1095
7092,48
45131,390
17235,694
5055,287
71153,20509
33346,407
25387,371
11013,395
77394,3537
10091,139
80536,290
24580,295
59085,313
39365,1309
24339,152
9193,56
69253,653
72099,640
21105,1096
46113,309
95656,379
24443,431
67195,614
95241,2219
40179,2036
58092,399
67405,2275
88300,121
1307,832
38349,2346
12113,551
43219,105
62507,303
86140,2263
76410,10957
51296,74
59562,520
29080,2215
60447,670
89390,716
67109,687
60283,15
45200,1370
8252,107
42243,300
11337,387
64022,136
65321,135
32382,310
27127,697
60501,1298
54532,155
63335,546
76593,665
58012,540
57647,4251
33411,144
61238,90
35069,10845
76471,996
30199,58
38187,1928
38193,17515
89345,4164
26134,83
36059,226
8366,647
70347,365
78531,7328
4155,172
82165,531
80741,186
33406,361
27380,264
91432,14129
26293,317
77477,882
67352,386
62555,5411
30079,260
64133,1341
24536,314
80765,805
17476,267
6055,151
1353,1757
85167,808
55330,88
64009,2104
65262,379
89364,289
76175,264
71299,353
77336,1338
44080,773
59159,791
2A129,74
52169,86
53256,166
64345,192
21519,334
14333,6640
73233,155
54583,419
55532,312
12252,480
52335,109
12179,86
41103,406
62319,252
88120,448
27599,927
55286,240
88010,190
15137,247
67493,421
62466,249
46078,95
88223,172
33228,663
2530,74
22037,413
33096,8331
64214,506
24459,286
80358,138
34191,622
29017,868
2016,212
71399,503
16119,1362
54368,170
71475,6410
1071,5832
1008,760
34336,4500
2713,273
44030,4492
11418,1220
83114,284
68271,12200
59163,20566
76308,562
10400,132
43131,187
34203,2049
55565,77
17470,257
15233,319
55349,132
70163,434
37248,368
2637,265
78498,40983
56134,991
44130,7093
67413,464
64529,371
71572,234
71142,248
27692,169
59306,288
53203,517
32101,229
22275,1223
43196,184
70091,46
27240,191
21487,432
38361,71
64191,2177
57467,309
13066,6080
3211,2540
15206,146
79142,98
67340,1404
30324,957
11164,1611
62336,469
55169,543
80054,233
60307,644
39495,71
50480,801
82043,268
1148,2074
52185,70
29239,3334
89045,279
4020,118
21142,202
25051,630
8335,68
77025,878
62636,276
2121,210
39280,112
71326,450
54315,906
1325,1180
81148,95
51429,235
76442,551
12046,576
38394,2004
25437,372
4016,57
30299,1126
10307,367
2B046,148
47145,4010
15010,192
29042,7499
43238,323
8243,166
22106,7939
62228,312
29212,13567
28354,528
46093,97
24120,557
14499,560
34286,461
42196,121
59421,13369
33221,1114
55129,44
24108,1049
38313,288
83033,4388
7163,86
51157,94
68137,646
33042,6275
19220,489
31035,4665
29178,6522
21362,138
44051,3601
62388,290
54263,6254
88013,93
60212,1603
76635,74
63284,12412
21408,1720
21546,196
46155,135
67025,1883
80152,144
72332,592
59581,3450
54229,385
62519,582
6136,3791
57189,216
39170,938
86020,247
51308,1822
28246,508
2266,30
51412,59
57452,1056
27542,894
60601,984
62118,155
14407,2331
38356,342
60509,12361
76149,280
94004,17325
46039,195
23035,718
12264,3234
49061,827
59118,2435
51087,207
67189,925
31213,146
92077,11089
36166,172
1036,1351
19090,99
67468,614
39197,371
56145,1045
77227,647
33106,1551
74098,1665
91376,5708
89034,437
62508,335
87087,462
49076,837
64538,816
89334,563
10106,150
12056,3173
80487,77
43101,85
27037,1166
2B109,236
19034,206
6041,393
89153,508
63236,1163
54175,338
54068,90
61183,142
59192,804
8001,479
11225,923
45217,175
2B175,122
57723,297
27004,414
21419,278
31516,2243
12007,184
57751,14967
12138,1711
19008,213
50094,374
63150,1596
68239,380
24048,299
27643,1020
51192,339
51435,175
83082,1719
55373,82
30114,700
80284,715
52491,102
51129,262
83153,6000
25164,148
30337,414
88254,81
51364,68
76173,561
52190,301
67406,377
89221,315
24175,311
27415,375
76590,373
62502,5009
77390,23229
70537,294
35159,340
10422,189
81273,3748
21636,262
53248,130
63309,315
60353,182
79094,923
48030,384
21685,252
81082,116
12161,560
78276,613
77528,1170
56126,2684
68230,576
10438,223
11154,53
64246,298
30065,475
17447,2117
63081,282
30264,168
26362,64458
38347,1091
10243,102
8281,424
88020,194
49371,1758
72273,231
59347,527
94055,10977
66058,2004
53072,1286
41185,2245
39503,408
41086,661
25025,768
24362,1585
2B125,46
46207,300
47306,1118
62034,2133
53114,169
64195,92
86032,2081
39355,236
9116,356
45141,184
24061,139
57118,165
56043,758
25249,60
47207,224
71466,124
16161,166
77360,410
22174,721
25177,158
70442,116
65344,2358
28155,186
2119,317
60164,870
5094,10
36192,1701
52127,80
47125,320
19101,1577
38237,187
35132,1382
80201,45
60186,274
47073,195
54377,147
41219,330
25357,835
80003,590
63326,571
15249,60
21216,93
2501,63
74244,841
31547,10539
30343,591
23174,611
67324,4347
74257,849
2250,84
36057,915
37132,6234
46153,563
54489,150
33343,945
28111,364
84127,2939
54019,76
17304,519
17300,79851
73113,175
7253,169
33045,327
80102,386
47210,1887
19249,327
76103,6442
56163,1255
4122,522
42203,340
65351,35
31279,80
76147,863
15007,122
50110,1004
26006,2698
21289,125
67264,834
40024,271
2B050,5788
33547,1112
69149,38168
4154,96
65223,1287
19057,478
73105,1286
78677,524
26208,1926
62342,97
92076,8432
47134,359
68127,641
72013,2158
57399,90
30285,753
26322,393
32411,102
51588,234
45254,2465
70450,40
23158,148
76114,11590
14592,1362
74303,3607
9211,116
28343,470
22200,
23235,718
29197,3919
34090,9226
86028,1087
35251,4304
22273,2397
52542,51
2B353,3215
58094,461
91318,2041
25394,1362
7306,241
21617,11896
67021,7057
70513,2422
62596,237
50241,189
3041,324
81127,98
26127,139
21598,151
41190,218
91249,4241
54232,2635
28192,296
11049,3233
71177,801
27490,264
63091,930
2507,30
12079,462
2B289,109
21107,922
21016,980
54457,39
54329,18262
19251,262
26036,103
54290,211
71119,1116
37106,306
64293,172
25149,491
76494,587
31018,230
44122,3888
89377,67
31491,418
31082,1125
62453,127
67289,598
41037,212
24267,177
61014,246
51178,88
37008,2855
41268,145
29082,458
14182,392
68251,810
73178,539
16226,
19024,481
39088,389
26356,145
68044,744
51250,5850
28248,335
80679,577
8311,2229
43257,470
60016,273
14562,2101
86285,921
63355,213
17417,163
49240,1018
52313,139
37220,360
42110,4806
24412,926
42116,242
12204,182
25359,157
12250,218
65395,1144
63406,303
73242,273
86158,6285
2790,235
4175,87
32353,153
37087,235
62605,22
64458,299
72147,1300
2B264,65
70219,699
62076,208
21628,55
11429,4401
31005,292
55193,121
32394,343
51362,609
78009,281
84035,25636
38295,723
40266,1781
26285,271
71584,1225
11260,116
8238,88
19279,415
29168,1131
44215,26227
87172,214
17322,681
28247,565
66164,9270
10221,155
78160,5502
58177,308
19098,928
21660,59
43151,181
60100,110
54212,415
39551,111
38500,596
95205,7202
50193,226
50437,770
73278,1289
2B029,362
68128,645
2561,143
31125,28
57247,85
45215,223
59091,553
25401,27
77328,414
58239,152
71397,283
39372,79
5054,482
57541,613
19198,114
22029,350
89333,164
25305,611
29072,2669
65377,146
21032,172
65236,450
54167,2013
34299,8588
17100,1130
4039,1472
13045,4698
59256,3214
11409,107
28273,139
27505,148
19187,389
89250,159
76309,113
67382,782
65402,27
71152,175
64244,261
89029,869
52107,199
70291,100
49174,1298
60195,537
46194,198
91130,1053
25131,117
36179,199
39320,322
70170,111
57080,86
30161,184
18213,4779
27367,1465
32387,96
8018,79
32229,55
60039,477
27068,193
55368,155
43079,286
91195,865
22182,3344
7145,1145
10031,433
23208,401
2181,98
39159,256
82105,1282
8434,58
14198,257
66132,405
76138,333
61395,203
80344,176
53255,1175
46118,691
62866,449
22059,1375
18257,649
86159,462
31346,1139
54085,83
22233,2270
25288,744
9008,116
45081,609
1188,702
87042,407
95487,14359
80683,100
24294,5866
78505,409
71170,1756
25629,193
33140,4950
28106,387
18247,685
24264,1928
60125,741
24189,462
49002,2911
22279,1132
8427,222
67514,598
12236,161
44009,9679
8165,64
24110,56
10176,138
38249,5698
88318,220
68018,729
95142,2006
27698,557
81056,157
40325,283
14438,594
39253,264
10362,10289
61261,177
89352,258
76013,1079
28217,207
49056,277
28095,292
23078,186
1331,195
2499,39
3165,1383
77275,152
54022,556
66019,270
65473,347
22261,363
79202,10140
31081,14
48136,151
88409,2129
2545,187
3027,910
17067,163
8323,162
11004,327
27285,430
25398,
88157,880
58222,150
54479,104
79049,19970
43178,197
63230,242
45223,367
57605,324
71550,831
10312,179
24059,354
23005,193
95055,474
86218,209
61436,244
42160,184
8412,153
72268,710
71195,223
50246,72
57274,866
91180,348
62436,161
59325,856
56189,1066
29286,260
36055,1015
64095,580
26008,1338
88530,2589
67084,2165
55466,281
68052,184
80578,693
49090,1044
50443,508
61475,627
69291,6186
11306,49
32178,77
51088,453
23026,368
37123,4367
56191,438
56181,2608
58236,140
21345,204
79256,261
72359,1397
59225,6703
78686,17237
56122,1750
36203,63
63363,295
63332,516
52160,60
86181,217
4028,120
54057,69
73025,544
78442,3250
40013,92
58233,195
60415,159
78423,32465
9268,1391
32339,263
69160,1023
19254,202
30033,6066
10062,195
53145,543
68114,166
74166,1940
57398,502
45220,569
17365,470
54059,766
68297,22805
77326,6350
35329,547
76112,388
58264,1823
59275,1207
52060,1958
3133,517
17200,7802
51608,80
51642,113
61122,81
28426,475
68153,717
46260,236
21626,69
42134,1401
60667,3898
13007,13037
62820,818
45233,400
57747,262
42337,242
51039,95
2634,89
68331,1993
89346,3151
67165,398
34088,7359
94033,53757
29048,2186
84119,5206
80744,58
8043,1579
32346,207
53240,420
19278,2409
12243,963
47260,377
8148,263
57580,180
30102,527
73091,218
80480,108
84124,886
80270,7
89139,1052
63459,514
52057,100
32116,121
1289,6444
65283,49
52212,296
8218,1239
81159,523
7197,2743
45173,4610
35084,671
59166,1333
18278,540
78196,295
34329,2616
33205,1413
55315,110
87039,781
25210,163
45030,1992
38097,5126
87103,1580
24558,624
88408,3419
42330,7664
43252,26
65270,210
73103,3012
25377,233
76364,294
59437,838
91204,708
73042,273
34318,772
7319,8726
82004,133
90023,1184
57187,360
67252,1093
15207,339
17350,857
51049,596
27424,330
69245,762
2236,335
67312,450
25455,197
27051,2769
24381,219
32453,99
9276,210
57083,1162
80073,153
28019,232
27389,491
77317,5282
39272,50
22054,3974
59577,756
42251,573
23222,165
61017,
74176,1891
69037,816
19056,408
41130,671
62565,71
52516,46
24407,242
11197,622
51048,174
10316,206
89387,27106
23025,1357
57427,551
45111,454
38326,381
87182,1208
93046,47228
65256,144
88196,7581
28167,376
44119,2054
26348,1627
21086,1288
4163,480
47219,172
23219,1116
11372,400
52092,121
8141,186
59642,603
25008,434
35336,199
14397,303
83127,3126
27300,522
2527,469
14651,293
67473,942
90081,764
9045,178
50055,118
65198,1196
54048,325
46102,9793
42019,3001
24027,355
6058,622
2393,141
2A232,271
79252,340
56063,2601
89367,548
19022,224
38517,7624
67208,539
60522,320
67113,436
36128,1624
26211,1359
42067,294
27618,461
5167,82
61467,379
11291,146
62199,683
8476,414
84055,1606
50181,356
23031,1236
71179,75
3097,347
26304,218
60440,575
31206,1342
8409,16667
33141,749
54492,137
76359,149
62005,974
24543,1135
51316,269
31404,104
33320,740
25591,147
50356,781
88134,648
39418,98
43043,487
57678,2470
60420,530
76032,138
76381,125
3231,187
73235,433
35316,820
45240,1343
77409,2888
51231,685
8294,
89117,212
49107,484
61385,370
67355,1086
7228,891
49035,6580
59507,19787
64396,1146
88053,148
9020,30
91547,454
88271,298
70015,270
85286,550
21619,227
26381,1009
21230,385
12205,777
86062,4743
38488,609
10443,39
26319,579
89261,273
8308,88
36219,650
30286,798
1240,623
60670,4775
75113,181271
54459,2389
51436,894
63137,178
71498,156
11093,28
53022,497
25062,305
2198,243
2583,60
73121,1912
40171,149
16273,134
21448,96
83037,1659
57358,1121
23013,1129
71459,319
10108,95
77442,2384
40205,252
45216,138
65079,189
57537,6171
27662,350
18181,527
34119,1594
21181,121
56047,1483
36024,125
42188,251
62572,620
30275,325
62858,243
89008,152
62642,719
49028,115
16026,1410
76698,518
36233,799
42058,261
39475,2349
57418,290
37014,3438
60196,1080
65210,38
29174,6452
17265,1220
81012,127
51585,821
30244,364
17118,326
80802,530
90042,2029
33259,1395
62715,265
53088,888
57565,1014
68080,307
34175,176
21005,1500
32412,864
86019,2908
24540,1650
31370,129
49344,1223
2021,76
1248,2294
78623,930
50572,188
86195,545
59618,938
87049,1262
42317,117
33026,520
61089,105
47242,492
32089,222
33399,293
10078,26
50165,3146
69216,622
15258,1905
33524,298
28203,628
19272,13401
12253,1043
48004,213
13092,8676
65202,329
76323,153
35028,728
51546,513
60150,1093
68276,188
54295,989
76657,1153
14456,3441
21570,172
88185,97
52398,618
59349,1847
78043,3731
24386,193
38332,3348
67232,198
25139,614
36086,380
3302,40
70059,475
47011,194
38338,720
95584,658
63438,502
24057,73
8329,526
48140,3955
48107,200
58174,129
59261,1699
71335,69
62793,1147
30268,589
54436,160
74055,610
28193,127
43159,948
11162,48
67296,2188
62438,529
68077,358
30040,143
55388,273
80316,1937
24268,715
27589,973
61164,245
47065,2606
2645,225
46035,185
77176,3057
74090,1507
53008,1828
63044,465
26223,518
63289,272
44183,2870
28287,1007
17076,329
11094,29
80814,459
35166,1023
88173,467
54432,1775
81244,2056
72118,1427
18180,2101
10128,71
34163,4208
46215,669
65216,94
46290,363
25021,1620
17121,1112
24512,293
52391,307
54193,57
89210,127
16310,206
4244,1633
46065,432
26281,33464
10252,62
22157,656
51068,193
25340,195
10196,223
56057,2814
7335,223
7290,269
67226,2108
44168,4112
59370,699
53213,508
23095,1167
3070,140
54098,166
16254,215
62623,709
18138,1963
34033,2185
23236,258
68148,357
10163,40
57727,120
60687,370
32085,168
51315,130
49343,3167
72177,326
40137,289
57154,593
11125,165
27485,859
15214,183
5132,2086
32209,273
7139,98
37015,3243
95018,106130
60344,504
62553,279
14260,221
11018,1174
66042,294
44129,11474
81230,716
59406,419
38362,1182
71342,9291
59216,363
86192,170
18225,253
25378,323
58225,358
52370,252
80791,929
27091,793
64028,140
65166,42
89049,24
69078,841
2302,363
52482,100
28075,1015
39077,44
2544,602
38183,519
80199,516
52220,139
1254,2186
62768,105
21577,1353
31325,179
60462,2877
52055,111
37223,347
61390,163
79134,523
76712,951
7112,285
95660,778
80067,193
35039,2232
24572,191
22281,1576
24122,86
40002,1550
11398,271
65471,191
64038,3657
52203,151
76440,209
57122,676
70100,112
36187,137
36019,321
25506,87
34108,24136
39014,219
54213,364
70197,753
53154,879
57324,617
70395,65
89440,406
71191,483
73293,456
23040,162
64364,593
25491,106
46052,245
4188,923
70359,52
32121,542
50164,999
6160,82
88504,154
29270,1670
57090,102
35058,1298
86073,529
88154,102
85072,1046
91593,1617
3215,555
21219,163
74177,1115
61244,278
81268,84
54601,91
62536,647
41255,331
10014,190
67311,2290
74287,907
71079,460
80592,509
11346,139
77311,1358
53119,4672
11199,1612
39412,293
62792,1210
68264,627
31202,6671
21342,432
21267,485
58289,166
18058,1360
51426,65
54222,1316
60335,165
38043,1578
76711,4378
77414,474
54575,1570
21082,53
62397,5479
14236,636
88520,283
61075,1165
80652,764
60402,2327
51053,70
24545,100
21163,195
57474,5699
55568,276
62016,185
31310,342
9102,179
43059,110
60697,33
8426,89
54446,61
35252,917
17409,3446
10383,182
39393,70
39476,1871
11139,78
30283,177
88347,134
81041,107
1190,95
15268,1297
88418,447
32397,252
60443,587
64232,220
28086,299
23177,1039
40264,1840
67004,1523
57125,394
51311,193
62751,821
76260,1669
60666,1130
55511,117
88309,175
43125,105
51344,1457
76280,143
22341,704
29217,2777
62309,1594
14391,435
56117,4773
2360,2792
89184,128
39118,47
19040,150
8034,342
21394,151
45105,80
33278,230
11342,224
14614,757
55359,204
26316,224
26183,1198
76176,347
19014,216
84135,1699
9139,85
45326,370
25313,190
68081,607
55215,1032
51513,470
38278,535
60276,196
29291,947
86080,490
67541,532
2277,337
64357,64
91648,2444
39143,34
13098,6175
40158,286
61384,254
19036,1433
79064,754
9287,
76229,395
32093,103
56035,1126
18032,1397
54375,1097
55097,299
39094,161
16253,337
9130,759
63374,313
51583,191
62779,182
2B354,409
72169,1505
64505,285
76450,250
61176,130
45335,2004
72026,1522
53073,932
12203,475
16203,125
11195,431
22354,1096
22338,747
55021,80
85174,688
52330,76
19255,1805
22221,1747
24417,503
34015,174
45010,1062
64303,155
1384,2190
60046,324
86223,886
65096,69
60614,184
82133,90
76434,1245
55113,156
39234,82
78302,157
55385,506
32215,162
47098,323
69255,6304
44164,2422
21456,153
31541,3356
54354,52
22195,2365
42277,341
38189,4956
95459,719
50576,931
5076,108
44075,1856
26083,1804
65264,320
1283,22480
43246,453
83060,504
77383,836
27192,613
54304,14771
58304,1069
43110,819
8385,1050
25413,1037
2414,203
27246,1801
39145,295
85185,642
56221,1745
18125,1110
35012,7674
92063,82874
91378,387
62721,1970
38292,2598
57676,87
82170,559
7185,708
25516,122
64517,159
68141,2173
39174,66
35233,1588
6014,971
33275,105
59173,1778
55118,88
37021,1813
70479,100
72321,509
39178,87
26100,476
67046,12242
32162,1176
3180,638
48161,51
1049,3449
28082,622
58188,108
21489,75
76133,422
52223,66
55100,92
60442,133
33292,133
71038,471
50263,381
46174,233
70242,142
48094,935
91021,11698
51273,72
61241,400
7205,1384
25345,646
45249,927
80402,113
80696,1187
52126,162
6050,564
23076,1277
89055,3032
57336,5183
2397,1153
24376,1450
72049,250
79156,674
36194,911
87199,703
8155,94
37200,1000
11279,2895
62022,291
36134,418
78006,673
24136,109
79329,13891
65046,99
14712,3439
81004,51290
39030,906
2688,39
74063,1174
78384,1289
61494,1165
28249,615
10104,283
65211,151
56256,111
8301,72
51009,777
31285,793
89271,111
21179,891
65054,581
29184,2610
3066,326
17104,1065
43245,243
2007,118
24327,113
46115,169
32315,147
51089,68
57213,778
74302,1132
36171,1984
21566,138
63224,1640
62103,114
25152,135
72145,380
80110,441
51650,47
31422,95
27458,2589
42257,845
72198,2617
10070,490
95680,30053
61426,538
70265,145
60474,285
11141,125
64512,273
18046,152
58269,418
17397,2460
76421,938
88002,67
40224,3700
18060,45
70405,192
8428,146
14449,422
11338,46
64081,230
14543,2544
49222,2031
29026,5085
41153,143
5063,479
2265,84
80021,136449
11175,483
12096,4605
68050,407
31287,3798
21580,126
82066,661
52075,168
32347,275
44163,4944
62421,351
38325,522
51143,63
26104,91
22342,441
65095,314
66086,15
80725,4179
2B047,272
63353,482
91667,7332
77446,617
35331,2571
41040,795
34048,318
28332,1114
71315,189
